,ID,question_id,question,intructor_answers,answer,input
6113,1055,2023-04-06,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",*(arrayName + index),how array addressed pointer offset notation arrayname index
6114,1239,2023-05-07,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,They are passed by reference because you want the function to change the pointer<br>,what difference circular linked list basic linked list they passed reference want function change pointer br
6115,2377,2023-08-12,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.","The Euler traveral is when you go through a tree looking for nodes to put in the order of left, root, right. Like inOrder traversal.",what euler tour traversal tree the euler traveral go tree looking nodes put order left root right like inorder traversal
6116,388,2023-07-02,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.","A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",what role header file header file consists reusable source code class file convention filename extension this differs cpp files contain source code
6117,387,2023-07-02,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",No,what role header file no
6118,2330,2023-06-12,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,like a linked list expect first in last out,what queue like linked list expect first last
6119,745,2023-04-04,"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",not answered,what difference array declared static one not answered
6120,923,2023-03-05,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,the best case is if it only has to look through the list once. The best case scenario is when it goes through the list and doesn't have to make any changes (the list is already sorted),what number operations insertion sort best case scenario best case scenario best case look list once the best case scenario goes list make changes the list already sorted
6121,758,2023-05-04,How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",just the first one at least.,how many dimensions need specified passing multi dimensional array argument function first one least
6122,2083,2023-08-11,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,The difference is that a string that is declared a variable of type char[] is each char is included in the array versus the string of characters that is read into a variable.,what main difference string characters read variable type string versus variable type char the difference string declared variable type char char included array versus string characters read variable
6123,53,2023-02-01, What stages in the software life cycle are influenced by the testing stage?, The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7)," Removing logical errors, testing for valid data, random data and actual data.",what stages software life cycle influenced testing stage removing logical errors testing valid data random data actual data
6124,1966,2023-04-11,What is a function signature?,"The name of the function and the list of parameters, including their types.",A function signature is the return type and accepted pass value type it takes,what function signature function signature return type accepted pass value type takes
6125,805,2023-06-04,Using an index outside the bounds of the array generates an error. Is this a compilation error or a run-time error?,Run-time error.,not answered,using index outside bounds array generates error is compilation error run time error answered
6126,2094,2023-08-11,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"When the string is passed into the array char, individual characters are stored and can be manipulated.  Although when a word is stored into a string variable, it is stored as one word and not as individual characters.",what main difference string characters read variable type string versus variable type char when string passed array char individual characters stored manipulated although word stored string variable stored one word individual characters
6127,1731,2023-02-10,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,"The intensity of the children. Say you begin with one node, Thats one height. Then you add two children to that node and then two children to each of those nodes and two children to each of THOSE nodes. Youre current height would be 4.",what height tree the intensity children say begin one node thats one height then add two children node two children nodes two children those nodes youre current height would
6128,222,2023-01-02,What is typically included in a class definition?,Data members (attributes) and member functions.," public section and private section, and there must be a semicolon to set the end",what typically included class definition public section private section must semicolon set end
6129,781,2023-06-04,Using an index outside the bounds of the array generates an error. Is this a compilation error or a run-time error?,Run-time error.,compilation error,using index outside bounds array generates error is compilation error run time error compilation error
6130,2240,2023-03-12,Order the following functions by their running time: n^2; log(log n) ; 2^(log n) ; n! ; n^3.,log(log n);  2^(log n) ; n^2 ; n^3; n!,longest to shortest:<br>n^3; n!; n^2; 2^(log n); log(log n),order following functions running time log log log n longest shortest br n log log log
6131,1202,2023-03-07,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",Array items are accessed directly with equal access time,what main advantage arrays linked lists array items accessed directly equal access time
6132,52,2023-02-01, What stages in the software life cycle are influenced by the testing stage?, The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7)," refining, production, maintenance.",what stages software life cycle influenced testing stage refining production maintenance
6133,1011,2023-03-06,What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,The * returns the value,what star operator return the returns value
6134,2266,2023-04-12,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","selection sort works by pulling all of the values off to the side, leaving one value in the list.  It will then insert a value into the list.  if the value is bigger it will go to the right, if smaller if will go to the left.",briefly selection sort work selection sort works pulling values side leaving one value list it insert value list value bigger go right smaller go left
6135,1862,2023-07-10,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,2 way key comparison,how many comparisons take find element binary search tree way key comparison
6136,2096,2023-08-11,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"A string type string acts as a single object, with individual char entities accessible only through specific string class functions.<br>A char array is less robust, but allows direct access to specific char entities.",what main difference string characters read variable type string versus variable type char string type string acts single object individual char entities accessible specific string class functions br char array less robust allows direct access specific char entities
6137,248,2023-02-02,What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them., A data member exists permanently in that program's memory as long as it's run.<br><br>A local variable inside a member function is temporal and only used to operate in the function and exists as long as the function is run.,what difference data member local variable inside member function data member exists permanently program memory long run br br local variable inside member function temporal used operate function exists long function run
6138,2071,2023-07-11,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,"An array that is declared static is allocated when the program begins to run, and is not freed until the program exits, but has limited scope. A non-static array is allocated and freed every time that it comes in and out of scope.",what difference array declared static one not an array declared static allocated program begins run freed program exits limited scope non static array allocated freed every time comes scope
6139,1239,2023-05-07,What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,They are passed by reference because you want the function to change the pointer<br>,what difference circular linked list basic linked list they passed reference want function change pointer br
6140,625,2023-07-03,What are the similarities between iteration and recursion?,They both involve repetition; they both have termination tests; they can both occur infinitely.,"both are based on a control statement, involve repetition and involve a termination test. both gradually approach termination, both can occur infinitely",what similarities iteration recursion based control statement involve repetition involve termination test gradually approach termination occur infinitely
6141,122,2023-05-01, What is a variable?,A location in memory that can store a value.,A named object that can hold a numerical or letter value,what variable named object hold numerical letter value
6142,1831,2023-06-10,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","the root is in the middle.  The left subtree is traversed first, then the root, and finally the right subtree.",what inorder traversal binary tree root middle the left subtree traversed first root finally right subtree
6143,1887,2023-01-11,What are the elements typically included in a class definition?,Function members and data members.,"Class name, {}, semicoln at the end of the defination, private and bublic followed by "": """,what elements typically included class definition class name semicoln end defination private bublic followed
6144,1870,2023-01-11,What are the elements typically included in a class definition?,Function members and data members.,return type and input parameters,what elements typically included class definition return type input parameters
6145,228,2023-01-02,What is typically included in a class definition?,Data members (attributes) and member functions.," class name, two curly prenthesis, public and private",what typically included class definition class name two curly prenthesis public private
6146,1034,2023-04-06,How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",Using either the name of the array as a pointer or using a separate pointer that points to the array.,how array addressed pointer offset notation using either name array pointer using separate pointer points array
6147,2089,2023-08-11,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,the one that is type string has an extra string member. The /0 at the end.,what main difference string characters read variable type string versus variable type char one type string extra string member the end
6148,281,2023-03-02,What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",Constructors don't have a return type.,what difference constructor function constructors return type
6149,64,2023-03-01,What are the main advantages associated with object-oriented programming?,Abstraction and reusability., Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.,what main advantages associated object oriented programming object oriented programming allows programmers use object classes changed manipulated affecting entire object once the classes hold attrubutes affect object
6150,1796,2023-05-10,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,a tree where each node has at most two nodes and the node on the left is less than the root and the node on the right is greater than the root.,what binary search tree tree node two nodes node left less root node right greater root
6151,718,2023-03-04,How are arrays passed to functions?,by reference.,by reference,how arrays passed functions reference
6152,2083,2023-08-11,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,The difference is that a string that is declared a variable of type char[] is each char is included in the array versus the string of characters that is read into a variable.,what main difference string characters read variable type string versus variable type char the difference string declared variable type char char included array versus string characters read variable
6153,324,2023-05-02,How many constructors can be created for a class?,Unlimited number.,Just one per class.,how many constructors created class just one per class
6154,1603,2023-04-09,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","create a node with the input data, continue to add to the list.  when dequeueing - get the first elements data and set the next element in the list as the new first element",how implement queue list create node input data continue add list dequeueing get first elements data set next element list new first element
6155,450,2023-02-03,What is the scope of global variables?,File scope.,Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included,what scope global variables global variables used function long appropriate file holds variable included
6156,351,2023-05-02,How many constructors can be created for a class?,Unlimited number.,one,how many constructors created class one
6157,1925,2023-03-11,How are objects initialized when they are created?,By using constructors.,not answered,how objects initialized created answered
6158,2417,2023-10-12,How many steps does it take to search a node in a binary search tree?,The height of the tree.,The number of levels and the height of the tree,how many steps take search node binary search tree the number levels height tree
6159,823,2023-07-04,"How are bi-dimensional arrays stored in memory, by rows or by columns?",By rows.,columns,how bi dimensional arrays stored memory rows columns columns
6160,1862,2023-07-10,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,2 way key comparison,how many comparisons take find element binary search tree way key comparison
6161,95,2023-04-01, Where do C++ programs begin to execute?,At the main function., in the testing phase,where programs begin execute testing phase
6162,1849,2023-07-10,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,O(nlog(n)),how many comparisons take find element binary search tree nlog
6163,1935,2023-03-11,How are objects initialized when they are created?,By using constructors.,"variables are set to a given value, or 0 if none is given.",how objects initialized created variables set given value none given
6164,2097,2023-08-11,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"In arrays strings are stored as a characters (char[]), each character of string will be stored in each memory location of the array, while string of characters is only one memory location.",what main difference string characters read variable type string versus variable type char in arrays strings stored characters char character string stored memory location array string characters one memory location
6165,1946,2023-03-11,How are objects initialized when they are created?,By using constructors.,Objects are assigned a space in memory when they are created. the name given to the object points to the memory address where the objects data resides.,how objects initialized created objects assigned space memory created name given object points memory address objects data resides
6166,823,2023-07-04,"How are bi-dimensional arrays stored in memory, by rows or by columns?",By rows.,columns,how bi dimensional arrays stored memory rows columns columns
6167,2192,2023-02-12,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,not answered,what experimental approach measuring running time algorithm answered
6168,404,2023-07-02,What is the role of a header-file?,"To store a class interface, including data members and member function prototypes.",To hide the definition and details of a class.  Also to help readability of the main C++ file.,what role header file to hide definition details class also help readability main file
6169,2409,2023-09-12,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).",not answered,how delete node binary search tree answered
6170,1447,2023-05-08,"Which implementation (array-based vs. list-based) is preferred, and why?","Link-based, because they are dynamic (no size constraints)","in an array based stack you would need to pre-determine a size, where in a list you can increase or decrease the size however you want.",which implementation array based vs list based preferred why array based stack would need pre determine size list increase decrease size however want
6171,176,2023-07-01,What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,do...while statements evaluate whether or not to loop after running the block contained within it at least once. So the main differance is that while statements have a possibility of never being used. Do ... while statements on the other hand are always run at least once before evaluating whether to run again.,what main difference do while statement do while statements evaluate whether loop running block contained within least once so main differance statements possibility never used do statements hand always run least evaluating whether run again
6172,922,2023-03-05,"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,"it could be considered that having only one item would be the easiest to sort, but this could also be a trivial result as nothing is moved<br><br>having two items allows the algorithm to sort the items into the correct order",what number operations insertion sort best case scenario best case scenario could considered one item would easiest sort could also trivial result nothing moved br br having two items allows algorithm sort items correct order
6173,59,2023-03-01,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.," Modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. Also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug. Good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code. ALso allows you to use inheritance and polymorphism.",what main advantages associated object oriented programming modularability ability reuse parts program later another program sometimes completely different goals program also makes easier debug code dividing code classes specific job program fails one job one class debug good security purposes allows let someone use program sorts lists without give access source code also allows use inheritance polymorphism
6174,1695,2023-01-10,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.",A hierarchy of nodes that are sorted in a particular order.  Each node has a ancestor (except for the root) and children (except for the leaves).,what tree hierarchy nodes sorted particular order each node ancestor except root children except leaves
6175,1114,2023-07-06,What is a function pointer?,The address of the location in memory where the function code resides.,when it is dereferenced a function pointer calls its function with zero or more arguments.,what function pointer dereferenced function pointer calls function zero arguments
6176,48,2023-02-01, What stages in the software life cycle are influenced by the testing stage?, The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7)," Elaboration, construction, and transition.",what stages software life cycle influenced testing stage elaboration construction transition
6177,853,2023-01-05,"In one sentence, what is the main idea implemented by insertion sort?","Taking one array element at a time, from left to right, it inserts it in the right position among the already sorted elements on its left.",have a marker and sort everything to the left of the value for every new value when moving to the right.,in one sentence main idea implemented insertion sort marker sort everything left value every new value moving right
6178,1335,2023-01-08,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",An abstract data type that stores a set of elements in a particular order.,what stack an abstract data type stores set elements particular order
6179,1887,2023-01-11,What are the elements typically included in a class definition?,Function members and data members.,"Class name, {}, semicoln at the end of the defination, private and bublic followed by "": """,what elements typically included class definition class name semicoln end defination private bublic followed
6180,1212,2023-03-07,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).","Array size is fixed. But Linked is not fixed, data is also accessed quicker in array list, also memory requirement is less and no pointers required. Arrays have random access and less overheads compared to Linked list have sequential access only with too much overheads and no cache memory support. On the other hand, arrays allow random access, while linked lists allow only sequential access to elements. Singly-linked lists, in fact, can only be traversed in one direction.",what main advantage arrays linked lists array size fixed but linked fixed data also accessed quicker array list also memory requirement less pointers required arrays random access less overheads compared linked list sequential access much overheads cache memory support on hand arrays allow random access linked lists allow sequential access elements singly linked lists fact traversed one direction
6181,95,2023-04-01, Where do C++ programs begin to execute?,At the main function., in the testing phase,where programs begin execute testing phase
6182,527,2023-04-03,What is the main advantage associated with function arguments that are passed by reference?,It avoids making copies of large data structures when calling functions.,Gives the called function the ability to access and modify the caller's argument data directly.,what main advantage associated function arguments passed reference gives called function ability access modify caller argument data directly
6183,49,2023-02-01, What stages in the software life cycle are influenced by the testing stage?, The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7)," All stages are influenced except setting the program requirements.  If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",what stages software life cycle influenced testing stage all stages influenced except setting program requirements if test fails change whole design implementation etc program well final outcome
6184,674,2023-02-04,What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"Stings can only be modified by functions of the String class, an array of characters can be modified by the user",what main difference strings declared using type string versus strings declared using array characters stings modified functions string class array characters modified user
6185,2410,2023-09-12,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).",you cannot delete a node because that can cause a node to have more than 2 children,how delete node binary search tree cannot delete node cause node children
6186,64,2023-03-01,What are the main advantages associated with object-oriented programming?,Abstraction and reusability., Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.,what main advantages associated object oriented programming object oriented programming allows programmers use object classes changed manipulated affecting entire object once the classes hold attrubutes affect object
6187,1420,2023-04-08,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",the top is the first pointer.,how implement stack list top first pointer
6188,1588,2023-04-09,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",theoretically you could do it two ways one of which uses more processing power and memory no larger than the queue is ever at when full and the other which uses almost infinite memory. The more practical method would be two place the items in an array and remove the item in position one of the array after which you can shift the array and add another element if required. The other option which can use infinite memory when used for long term queues such as job scheduling that goes nonstop for extended periods. that is to implement an array and add the items read item one raise your counter value to two ecetera and continue adding more elements to the array. the downside to this method is after you use element one it is still in memory. or im crazy who knows,how implement queue list theoretically could two ways one uses processing power memory larger queue ever full uses almost infinite memory the practical method would two place items array remove item position one array shift array add another element required the option use infinite memory used long term queues job scheduling goes nonstop extended periods implement array add items read item one raise counter value two ecetera continue adding elements array downside method use element one still memory im crazy knows
6189,164,2023-06-01,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),After declaration of the variable's data type.,where variables declared program after declaration variable data type
6190,164,2023-06-01,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),After declaration of the variable's data type.,where variables declared program after declaration variable data type
6191,1935,2023-03-11,How are objects initialized when they are created?,By using constructors.,"variables are set to a given value, or 0 if none is given.",how objects initialized created variables set given value none given
6192,1297,2023-07-07,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,You have to keep up with where you are and you have to consider the predecessor and successor connections when inserting/deleting.,what main disadvantage doubly linked list basic linked list you keep consider predecessor successor connections inserting deleting
6193,351,2023-05-02,How many constructors can be created for a class?,Unlimited number.,one,how many constructors created class one
6194,164,2023-06-01,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),After declaration of the variable's data type.,where variables declared program after declaration variable data type
6195,2381,2023-08-12,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",not answered,what euler tour traversal tree answered
6196,1440,2023-05-08,"Which implementation (array-based vs. list-based) is preferred, and why?","Link-based, because they are dynamic (no size constraints)","list-based<br>It can grow and shrink dynamically, unlike the fixed size array.",which implementation array based vs list based preferred why list based br it grow shrink dynamically unlike fixed size array
6197,794,2023-06-04,Using an index outside the bounds of the array generates an error. Is this a compilation error or a run-time error?,Run-time error.,Generates a compilation error. The compiler will complain that the variable you are referring to was never declared.,using index outside bounds array generates error is compilation error run time error generates compilation error the compiler complain variable referring never declared
6198,1451,2023-05-08,"Which implementation (array-based vs. list-based) is preferred, and why?","Link-based, because they are dynamic (no size constraints)",array based list is preferred because it can hold any size as long as u specify it.,which implementation array based vs list based preferred why array based list preferred hold size long specify it
6199,1617,2023-05-09,"Which implementation (array-based vs. list-based) is preferred for a queue, and why?","Link-based, because they are dynamic (no size constraints)","A list-based implementation would be preferred. The array is slightly more complicated, where you would need to keep track of both front and rear.",which implementation array based vs list based preferred queue why list based implementation would preferred the array slightly complicated would need keep track front rear
6200,1197,2023-03-07,What is the main advantage of arrays over linked lists?,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",you can go forwards and backwards and point to any piece of data at any given time where linked lists have to point to the next piece of data.,what main advantage arrays linked lists go forwards backwards point piece data given time linked lists point next piece data
6201,1307,2023-07-07,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,The main disadvanate is that if hard to remove all items in the list.,what main disadvantage doubly linked list basic linked list the main disadvanate hard remove items list
6202,2393,2023-09-12,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","You traverse the tree till you find the node you are wanting to delete.  If the node has no children you delete it.  If the node has children, before you delete, you find the left-most of its children and attach it to the root then you can delete the node.",how delete node binary search tree you traverse tree till find node wanting delete if node children delete it if node children delete find left most children attach root delete node
6203,2269,2023-04-12,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","select an element compare it with 2nd element if it is greater, swap it",briefly selection sort work select element compare nd element greater swap
6204,1343,2023-01-08,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)","Stacks are a type of container adaptors, specifically designed to operate in a LIFO context (last-in first-out), where elements are inserted and extracted only from the end of the container.",what stack stacks type container adaptors specifically designed operate lifo context last in first out elements inserted extracted end container
6205,822,2023-07-04,"How are bi-dimensional arrays stored in memory, by rows or by columns?",By rows.,By column.,how bi dimensional arrays stored memory rows columns by column
6206,1944,2023-03-11,How are objects initialized when they are created?,By using constructors.,they are initialized to a value dependent on the compiler,how objects initialized created initialized value dependent compiler
6207,1099,2023-06-06,What are the different ways to pass a pointer to a function?,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",you can pass the reference or the dereference in a function,what different ways pass pointer function pass reference dereference function
6208,1424,2023-04-08,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","Using a linked list is one way to implement a stack so that it can handle essentially any number of elements. It is usually convenient to put a data structure in its own module, thus, you'll want to create files stack.h and a stack.c",how implement stack list using linked list one way implement stack handle essentially number elements it usually convenient put data structure module thus want create files stack stack c
6209,642,2023-01-04,What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","statically, using {} and dynamically, using []",what two different ways specifying length array statically using dynamically using
6210,304,2023-04-02,When does C++ create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",Before the main function of the code.,when create default constructor before main function code
6211,761,2023-05-04,How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",Size of subsequent dimensions are required. Compiler must know how many elements to skip to move to the second element in the first dimension<br><br>,how many dimensions need specified passing multi dimensional array argument function size subsequent dimensions required compiler must know many elements skip move second element first dimension br br
6212,819,2023-07-04,"How are bi-dimensional arrays stored in memory, by rows or by columns?",By rows.,m-by-n. by row-column.,how bi dimensional arrays stored memory rows columns by row column
6213,53,2023-02-01, What stages in the software life cycle are influenced by the testing stage?, The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7)," Removing logical errors, testing for valid data, random data and actual data.",what stages software life cycle influenced testing stage removing logical errors testing valid data random data actual data
6214,1171,2023-02-07,What is the main advantage of linked lists over arrays?,The linked lists can be of variable length.,There is no limit as to how many you create where an array can only hold a given amount of information.,what main advantage linked lists arrays there limit many create array hold given amount information
6215,1455,2023-06-08,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",By using parentheses to have order in the expression.,how infix expressions evaluated computers by using parentheses order expression
6216,2074,2023-08-11,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,a variable char is basically any non command key on the keyboard that you can press. A string is a collection of letters or numbers that is stored together to be used later. Comonly strings are used for words. Chars can be used for less but can have opperations performed on them in a useful way.,what main difference string characters read variable type string versus variable type char variable char basically non command key keyboard press string collection letters numbers stored together used later comonly strings used words chars used less opperations performed useful way
6217,1223,2023-04-07,How are linked lists passed as arguments to a function?,By reference.,not answered,how linked lists passed arguments function answered
6218,2411,2023-09-12,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","You search the tree for the node using recursion. When you find the node, you determine whether it is a leaf or a internal node. If it is a leaf, you just delete it and set the parent pointer to that node to NULL. If it is a  node, you replace the node with either of the children nodes.",how delete node binary search tree you search tree node using recursion when find node determine whether leaf internal node if leaf delete set parent pointer node null if node replace node either children nodes
6219,1304,2023-07-07,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,its a little more confusing. The special cases at the end and beginning become more difficult to do.,what main disadvantage doubly linked list basic linked list little confusing the special cases end beginning become difficult do
6220,95,2023-04-01, Where do C++ programs begin to execute?,At the main function., in the testing phase,where programs begin execute testing phase
6221,2307,2023-06-12,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,"A data structure that implements first in, first out. The element that has been there the longest is the first to get served.",what queue data structure implements first in first out the element longest first get served
6222,1935,2023-03-11,How are objects initialized when they are created?,By using constructors.,"variables are set to a given value, or 0 if none is given.",how objects initialized created variables set given value none given
6223,201,2023-07-01,What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,"A do...while loop will always execute atleast once, a while loop may never <br><br>execute depending on teh conditions.",what main difference do while statement do while loop always execute atleast once loop may never br br execute depending teh conditions
6224,1706,2023-01-10,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.",a grouping of data in a parent to child structure,what tree grouping data parent child structure
6225,1965,2023-04-11,What is a function signature?,"The name of the function and the list of parameters, including their types.",the body of the function that holds all the actual code,what function signature body function holds actual code
6226,85,2023-03-01,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.," Existing classes can be reused, program maintenance and verification are <br><br>easier.",what main advantages associated object oriented programming existing classes reused program maintenance verification br br easier
